candidate,scenario,tau_h,tracking_error_c,initial_temperature_offset_c,probe_bias_c,command_delay_h,initial_temperature_scenario_c,initial_setpoint_c,initial_setpoint_jump_c,initial_jump_within_5c,minimum_physical_temperature_c,maximum_physical_temperature_c,physical_temperature_within_15_27c,controller_horizon_h,candidate_only_not_for_physical_execution,watermark,strategy,dose_design,candidate_id,qualification_candidate_id,canonical_policy_hash,final_verdict,qualification_coverage_gate,qualification_thermal_gate,qualification_information_gate,qualification_nutrition_gate,qualification_sampling_gate
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_122,0.4344760109578126,0.0,0.0,0.0,0.0,18.0,18.0,0.0,True,18.0,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_123,0.4344760109578126,0.0,0.0,0.5,0.0,18.0,18.0,0.0,True,17.500000000000004,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_124,0.4344760109578126,0.0,1.0,-0.5,0.0,19.0,18.0,1.0,True,18.500000000000004,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_125,0.4344760109578126,0.0,1.0,0.0,0.0,19.0,18.0,1.0,True,18.000000000000004,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_126,0.4344760109578126,0.0,1.0,0.5,0.0,19.0,18.0,1.0,True,17.500000000000004,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_127,0.4344760109578126,0.8946199169856546,-1.0,-0.5,0.0,17.0,18.0,1.0,True,17.0,19.39461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_128,0.4344760109578126,0.8946199169856546,-1.0,0.0,0.0,17.0,18.0,1.0,True,17.0,18.89461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_129,0.4344760109578126,0.8946199169856546,-1.0,0.5,0.0,17.0,18.0,1.0,True,17.0,18.39461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_130,0.4344760109578126,0.8946199169856546,0.0,-0.5,0.0,18.0,18.0,0.0,True,18.0,19.39461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_131,0.4344760109578126,0.8946199169856546,0.0,0.0,0.0,18.0,18.0,0.0,True,18.0,18.89461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_132,0.4344760109578126,0.8946199169856546,0.0,0.5,0.0,18.0,18.0,0.0,True,18.0,18.39461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_133,0.4344760109578126,0.8946199169856546,1.0,-0.5,0.0,19.0,18.0,1.0,True,19.0,19.39461991698565,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_134,0.4344760109578126,0.8946199169856546,1.0,0.0,0.0,19.0,18.0,1.0,True,18.894619916985658,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_135,0.4344760109578126,0.8946199169856546,1.0,0.5,0.0,19.0,18.0,1.0,True,18.394619916985658,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_136,0.21148207178811254,-0.8946199169856546,-1.0,-0.5,0.0,17.0,18.0,1.0,True,17.0,17.605380083014346,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_137,0.21148207178811254,-0.8946199169856546,-1.0,0.0,0.0,17.0,18.0,1.0,True,17.0,17.105380083014346,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_138,0.21148207178811254,-0.8946199169856546,-1.0,0.5,0.0,17.0,18.0,1.0,True,16.605380083014346,17.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_139,0.21148207178811254,-0.8946199169856546,0.0,-0.5,0.0,18.0,18.0,0.0,True,17.605380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_140,0.21148207178811254,-0.8946199169856546,0.0,0.0,0.0,18.0,18.0,0.0,True,17.105380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_141,0.21148207178811254,-0.8946199169856546,0.0,0.5,0.0,18.0,18.0,0.0,True,16.605380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_142,0.21148207178811254,-0.8946199169856546,1.0,-0.5,0.0,19.0,18.0,1.0,True,17.605380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_143,0.21148207178811254,-0.8946199169856546,1.0,0.0,0.0,19.0,18.0,1.0,True,17.105380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_144,0.21148207178811254,-0.8946199169856546,1.0,0.5,0.0,19.0,18.0,1.0,True,16.605380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_145,0.21148207178811254,0.0,-1.0,-0.5,0.0,17.0,18.0,1.0,True,17.0,18.5,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_146,0.21148207178811254,0.0,-1.0,0.0,0.0,17.0,18.0,1.0,True,17.0,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_147,0.21148207178811254,0.0,-1.0,0.5,0.0,17.0,18.0,1.0,True,17.0,17.5,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_148,0.21148207178811254,0.0,0.0,-0.5,0.0,18.0,18.0,0.0,True,18.0,18.5,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_149,0.21148207178811254,0.0,0.0,0.0,0.0,18.0,18.0,0.0,True,18.0,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_150,0.21148207178811254,0.0,0.0,0.5,0.0,18.0,18.0,0.0,True,17.5,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_151,0.21148207178811254,0.0,1.0,-0.5,0.0,19.0,18.0,1.0,True,18.5,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_152,0.21148207178811254,0.0,1.0,0.0,0.0,19.0,18.0,1.0,True,18.0,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_153,0.21148207178811254,0.0,1.0,0.5,0.0,19.0,18.0,1.0,True,17.5,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_154,0.21148207178811254,0.8946199169856546,-1.0,-0.5,0.0,17.0,18.0,1.0,True,17.0,19.394619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_155,0.21148207178811254,0.8946199169856546,-1.0,0.0,0.0,17.0,18.0,1.0,True,17.0,18.894619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_156,0.21148207178811254,0.8946199169856546,-1.0,0.5,0.0,17.0,18.0,1.0,True,17.0,18.394619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_157,0.21148207178811254,0.8946199169856546,0.0,-0.5,0.0,18.0,18.0,0.0,True,18.0,19.394619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_158,0.21148207178811254,0.8946199169856546,0.0,0.0,0.0,18.0,18.0,0.0,True,18.0,18.894619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_159,0.21148207178811254,0.8946199169856546,0.0,0.5,0.0,18.0,18.0,0.0,True,18.0,18.394619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_160,0.21148207178811254,0.8946199169856546,1.0,-0.5,0.0,19.0,18.0,1.0,True,19.0,19.394619916985654,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_161,0.21148207178811254,0.8946199169856546,1.0,0.0,0.0,19.0,18.0,1.0,True,18.894619916985654,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_162,0.21148207178811254,0.8946199169856546,1.0,0.5,0.0,19.0,18.0,1.0,True,18.394619916985654,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_163,0.230758146706305,-0.8946199169856546,-1.0,-0.5,0.0,17.0,18.0,1.0,True,17.0,17.605380083014346,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_164,0.230758146706305,-0.8946199169856546,-1.0,0.0,0.0,17.0,18.0,1.0,True,17.0,17.105380083014346,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_165,0.230758146706305,-0.8946199169856546,-1.0,0.5,0.0,17.0,18.0,1.0,True,16.605380083014346,17.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_166,0.230758146706305,-0.8946199169856546,0.0,-0.5,0.0,18.0,18.0,0.0,True,17.605380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_167,0.230758146706305,-0.8946199169856546,0.0,0.0,0.0,18.0,18.0,0.0,True,17.105380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_168,0.230758146706305,-0.8946199169856546,0.0,0.5,0.0,18.0,18.0,0.0,True,16.605380083014346,18.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_169,0.230758146706305,-0.8946199169856546,1.0,-0.5,0.0,19.0,18.0,1.0,True,17.605380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_170,0.230758146706305,-0.8946199169856546,1.0,0.0,0.0,19.0,18.0,1.0,True,17.105380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
II_diagonal_1__N76_all_conservative__anchor,approved_actuator_171,0.230758146706305,-0.8946199169856546,1.0,0.5,0.0,19.0,18.0,1.0,True,16.605380083014346,19.0,True,504.0,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,I_feasible_information_only_N76,N76_all_conservative,39778ab879651017,707410af2741165f,0a015af39a2bee3e071faf8b0125482e58bf7c56ccbf34366daca852b271a235,PASS — READY FOR OWNER PHYSICAL RELEASE REVIEW,PASS,PASS,PASS,PASS,PASS
